smiles,index
CCCCCCCCCCCCCCCN(C)Cc1ccccc1,571
CSCCC(NC(=O)NC(Cc1cccc(O)c1)C(=O)O)C(=O)NC(C(=O)N/C=C1/CC(O)C(N2CCC(=O)NC2=O)O1)C(C)N(C)C(=O)C1Cc2cc(O)ccc2C(C)N1,572
CSC1O[C@@H]([C@H](NC(=O)[C@H]2NC[C@@H]3C[C@H](CC(C)C)CCO[C@H]32)[C@H](C)Cl)C(O)[C@@H](O)[C@H]1O,573
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)/C(=N\OC)[C@H](C)[C@H]2N(NCC[C@@H](C)n3cnc(-c4cccnc4)c3)C(=O)O[C@]12C,574
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,575
CCCCC/C=C/CCC(=O)NC1C(Oc2c3cc4cc2Oc2ccc(cc2Cl)C(OC2OC(CO)C(O)C(O)C2NC(C)=O)C2NC(=O)C(NC(=O)C4NC(=O)C4NC(=O)C(NC(=O)C(N)c5ccc(O)c(c5)Oc5cc4cc(O)c5C)C(O)c4ccc(c(Cl)c4)O3)c3ccc(O)c(c3)-c3c(OC4OC(CO)C(O)C(O)C4O)cc(O)cc3C(C(=O)OC)NC2=O)OC(CO)C(O)C1O,576
CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H](C(C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](C(C)O)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC1=O)C(C)O,577
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,578
CN(CC(=O)O)NC(=O)C[C@H](N)C[C@@H](O)CN,579
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(CN)S[C@H]12,580
Cc1nn(-c2ccccc2)c(C)c1N=O,581
O=C(NNC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O)[C@@H]1CCCNC1,582
CCC/C=C\C#CC/C=C\CCCCCCCC(=O)O,583
C[C@H](OS(=O)(=O)O)C1C(=O)N2C(C(=O)O)=C(S(=O)(=O)O)C[C@H]12,584
C=Cc1cc(OC)c2c(c1)c(=O)oc1c2cc(OC)c2c(O)ccc([C@@H]3O[C@H](C)[C@H](O)[C@@](C)(O)[C@H]3O)c21,585
CC[C@H](C)C(=O)O[C@@H](C)C1(O)C(C)OC(OC2C(O)C([C@@]3(O)CC(=O)C(=N)C(C(=O)O)=C3O)OC(COC(C)=O)C2OC(=O)C(NC(=S)SC[C@H](NC(C)=O)C(=O)O)C(C)SC[C@H](NC(C)=O)C(=O)O)CC1OC.COC1CC(OC2C(O)C([C@@]3(O)CC(=O)C(=N)C(C(=O)O)=C3O)OC(COC(C)=O)C2OC(=O)C(NC(=S)SC[C@H](NC(C)=O)C(=O)O)C(C)SC[C@H](NC(C)=O)C(=O)O)OC(C)C1(O)[C@H](C)OC(=O)C(C)C,586
CC[C@H](C)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCSC)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)O,587
COC(=O)C1NC(=O)C2NC(=O)C(NC(=O)C3NC(=O)C4NC(=O)C(Cc5ccc(cc5)Oc5cc3cc(c5OC3OC(COC5OC(CO)C(O)C(O)C5O)C(O)C(O)C3O)Oc3ccc(cc3Cl)C2OC2CC(N)C(O)C(C)O2)NC(=O)C(N)c2ccc(O)c(c2)Oc2cc4cc(OC3OC(CO)C(O)C(O)C3O)c2C)c2ccc(O)c(c2)-c2c(OC3OC(CO)C(O)C(O)C3O)cc(O)cc21,588
COc1cc(CSc2ccc(Cl)cc2)c(C(=O)O)c(O)c1/C=C/C(C)C,589
C[C@H]1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,590
COc1cc2c(c(C)c1CC=C(C)C)OC(=O)c1c(C)c(Cl)c(O)c(C=O)c1O2,591
CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O,592
C/C=C1\C=CC2=NCC[C@H]3O[C@]213,593
C/C=C/C=C/[C@@H]1O[C@@](O)([C@@H](CO[C@@H]2C[C@H](OC)[C@H](O)[C@H](C)O2)C(=O)NC/C=C/C=C(\C)[C@@H](OC)[C@H](C)[C@@H]2C[C@H](O)[C@@H](/C=C/C=C/C=C/C(=O)O)O2)[C@H](O)[C@H](O)C1(C)C,594
CC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,595
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CCCN2C(=O)[C@H]2CCCN2C(=O)[C@H](CO)NC(=O)[C@H](C)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@H](CCCN)NC(=O)[C@H](CCN)NC1=O,596
CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)c(NC(=O)[C@@H]5CCCN5C)cc(F)c4C[C@H]3C[C@@H]12,597
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@](C)(F)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,598
N[C@H]1[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)O[C@H](CO)[C@@H](O)[C@@H]1O,599
COC(=O)CC(NC(=O)C(NC(=O)C(NC1=NCC(=O)N2CCC(C)C2C(=O)NC(C(C)C)C(=O)NC1C(C)(C)C)C(C)(C)C)C(C)c1ccccc1)c1nccs1,600
NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1,601
Cn1cc(C(=O)O)c(=O)c2cc3cc(F)c(N4CCN(c5ccc(F)cc5)CC4)cc3nc21,602
Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)C(NC(=O)C(O)c3ccc(NC(=O)OCC(N)C(=O)O)cc3)C2SC1,603
CCCc1c2c([nH]c(=O)c1C)C(=O)c1[nH]c(=O)c(C)c(CCC)c1C2=O,604
CN(C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO)C(=O)c1ccc(CN(Cc2ccccn2)Cc2ccccn2)nc1,605
CCCCCCCCCCCCCC#CC(=O)O,606
O=c1ccc2ncc(=O)n3c2n1C[C@H]3CN1CCC(NCc2cc3c(cn2)OCCC3)CC1,607
CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,608
O=C(O)Cc1cccc(OCCCN(Cc2cccc(C(F)(F)F)c2Cl)CC(c2ccccc2)c2ccccc2)c1,609
C[C@H](Oc1ccc2ccc(/C=C/c3nn[nH]n3)c(C3CC3)c2c1)c1c(Cl)cccc1Cl,610
CC1OC2CC(=O)OC2C2=C1C(=O)c1c(O)cccc1C2=O,611
CC1CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C(C)(C)C)CCN1,612
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C/C=N/NC(C)=O)CC(C)C(=O)/C=C/C2(C)OC2C1C,613
CCCCCCc1c(O)cc(CCCCC)c(Cl)c1O,614
CC1=CC(=O)c2ccccc2C1=O,615
CC(=O)NCc1cccc(-n2c(/C=C/c3ccc(C#N)cc3)nc3ccccc3c2=O)c1,616
CC(C)C[C@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](C(C)C)NC(=O)[C@@H]2CSC(N2)[C@H](C(C)C)NC(=O)[C@@H](C(C)C)NC(=O)[C@H](C(C)C)NC1=O,617
COc1cc(Cc2cnc(N)nc2N)cc(/C=C/C(=O)N2N=Cc3ccccc3C2c2cnc(N3CCOCC3)nc2)c1OC,618
C[C@H](N)CCCc1cc(OC(F)(F)F)c(F)c(-c2cc3cn(-c4ccc([C@@H]5CCC[C@@H](CCNC(=N)N)N5)cc4)c(=O)[nH]c-3n2)c1,619
C[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC(F)F)CCN1,620
O=c1cc(N2CCN(CC3CCCCC3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,621
CCCCCc1cccc(O)c1C1=N[C@@H]([C@H]2SC[C@@H]([C@@H](O)C(C)(C)C3=N[C@@](C)(C(=O)O)CS3)N2C)CS1,622
CCCCCCC1CCC(O)(C(C)(O)C(=O)NC2C(=O)N3NCCCC3C(=O)N(O)C(COC)C(=O)NCC(=O)N3NCCCC3C(=O)N(O)C(C)C(=O)OC2C)OC1C,623
O=C1N=c2ccccc2=C1c1cc(-c2c[nH]c3ccc(O)cc23)[nH]c1O,624
CC[C@H](C)[C@@H]1NC(=O)CNC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CSSC[C@H](NC1=O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)CSSC[C@H](NC(=O)[C@H](Cc1c[nH]c3ccccc13)NC(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C(C)C)C(=O)N2,625
N#Cc1ccc(/C=C/c2nc3ccccc3c(=O)n2-c2cc(C(=O)O)ccc2F)cc1,626
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3s[nH]c(=O)c3C(=O)O)CS[C@H]12)c1csc(N)n1)C(=O)O,627
COc1cc(Cc2cnc(N)nc2N)c2c(c1OC)OC(C1CC1)C=C2,628
NC(N)=NC(=O)c1nc(-c2cc3ccccc3o2)c(N2CCCCCC2)nc1N,629
C=C(F)c1sc(CNCCCNc2cc(=O)c3ccccc3[nH]2)c(C)c1Br,630
Nc1ccc(N=Nc2ccc(S(N)(=O)=O)cc2)c(N)c1,631
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(N)n3CCO)CS[C@H]12)c1csc(N)n1,632
CC(C)CCCCCCCCCCCC1CC(=O)N[C@H]([C@@H](C)O)C(=O)N2CCC[C@@H]2C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCN=C(N)N)C(=O)N[C@H]([C@@H](O)C(=O)O)C(=O)NC(CO)C(=O)N2CC[C@H](O)[C@H]2C(=O)N[C@@H](C(O)C(=O)O)C(=O)O1,633
CC(C)C[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)Cc1c[nH]c2ccccc12)[C@@H](C)O)C(=O)N[C@@H](CCCCN)C(N)=O,634
COCC1=C(C(=O)OCc2oc(=O)oc2C)N2C(=O)[C@H]([C@@H](C)O)[C@H]2S1,635
O=C(O)CSC(c1cccc(Cl)c1)=[N+]1CCCCC1,636
CC(C)c1ccc(Cn2ccc3c4c(N)nc(NC5CC5)nc4ccc32)cc1,637
COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,638
CC[C@H](C)[C@H](N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@@H](N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](C)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@@H](N=C(O)[C@H](CS)N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@@H](N)CCCNC(=N)N)C(C)C)C(C)C)C(O)=N[C@@H](CCCNC(=N)N)C(O)=NCC(O)=N[C@H](C(O)=N[C@@H](CC(C)C)C(O)=N[C@H](C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@@H](CS)C(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(C)C)C(C)C,639
O=C1OCCN1N=Cc1ccc([N+](=O)[O-])o1,640
CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(Cn4ncnn4)cc3)c(F)c2)C(=O)O1,641
CCC(CC)c1nnc(NC(=O)c2cc(OC)c(OC3CCCC3)cc2[N+](=O)[O-])s1,642
NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)CC1O,643
NCCSCc1cc(-c2c[nH]c3ccc(Cl)cc23)nc2cc(Cl)ccc12,644
CC(C)Nc1cccc(-n2c(/C=C/c3ccc(C#N)cc3)nc3ccccc3c2=O)c1,645
CO[C@H]1/C=C\O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN=Cc5c6c(O)c7c(O)c(C)c8c(c7c5O)C(=O)[C@@](C)(O/C=C\[C@H](OC)[C@@H](C)[C@@H](OC(C)=O)[C@H](C)[C@H](O)[C@H](C)[C@@H](O)[C@@H](C)/C=C\C=C(\C)C(=O)N6)O8)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,646
CC(C)(Cc1ccc2ccccc2c1)NC[C@@H](O)COc1ccc2c(c1)OCO2,647
CC[C@H](C)[C@H](NC(=O)CN)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(N)=O)[C@@H](C)CC)C(C)C,648
CCC1=C[C@@H]2[C@@H](O)[C@@H](O)C[C@H](C)[C@H]2[C@]2(C)C(=O)C3C(=O)O[C@@]4(C[C@H](C)C=C[C@H]4/C=C(\C)[C@H](O[C@H]4C[C@H](O)[C@H](NC(=O)c5c(C)c(Cl)cc(C)c5O)[C@@H](C)O4)C/C=C/C12)C3=O,649
CN[C@H]1C(=O)N[C@@H]2Cc3ccc(cc3)Oc3cc4cc(c3O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3NC(=O)CCCCCCCCC(C)C)Oc3ccc(cc3Cl)[C@@H](O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@@H](NC2=O)c2cc(cc(O)c2Cl)Oc2cc1ccc2O)c1ccc(O)c(c1)-c1c(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]2O)cc(O)cc1[C@@H](C(=O)NCCCN(C)C)NC3=O,650
CC(=O)N[C@@H](CCCN=C(N)NP(=O)(O)O)C(=O)NCCOCCOCCC(=O)NCCOCCOCCC(=O)NCCOCCOCCC(=O)N[C@@H](CCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21)C(N)=O,651
CCCCCc1cc(=O)c2ccccc2[nH]1,652
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,653
COc1cc(O)c2c(c1Cl)[C@@](C)(O)[C@H]1C[C@@]3(O)[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,654
O=C1Nc2ccccc2C2(CCN(CCc3ccc(C(F)(F)F)cc3)CC2)O1,655
CC[C@H](C)[C@H](NC(=O)[C@H](C)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(C)C)NC(=O)CN)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,656
C/C(=C\C=C\C=C\C=C\CCCCCCC/C=C/C(=O)C1C(=O)NC(CC(=O)O)C1=O)NC(=O)[C@@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](Cc1ccccc1)NC(=O)[C@@H](N)Cc1ccccc1,657
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,658
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,659
CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@H](C)CC(=O)O)NC(=O)[C@@H](CC(N)=O)NC(=O)CNC(=O)[C@@H]([C@H](OC)C(=O)O)NC(=O)[C@@H](CO)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)NC(=O)CN(C)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CCCCCCCC(C)C)[C@H](O)C(N)=O)[C@H](C)OC1=O,660
CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,661
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)NCCCO/N=C(\C(=O)N[C@@H]4C(=O)N5C(C(=O)[O-])=C(C[n+]6ccccc6)CS[C@H]45)c4nc(N)sc4Cl)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,662
O=C1c2ccc3c(c2C(=O)c2cccc(O)c21)C(=O)C[C@@H](CO)C3,663
O=C(NCN1CCOCC1)c1cnccn1,664
CCCCc1ccc(NC(=O)C2=CCN(C)[C@@H]([C@H](O[C@@H]3O[C@H](CN)[C@@H](O)[C@H]3O)[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)C(=O)N2C)cc1,665
CCC(C)[C@H]1NC(=O)[C@@H]2C[C@@]3(O)c4cc(-c5cc6c(cc5Cl)N[C@H]5N7C(=O)[C@@H](C(C)O)NC(=O)[C@H](COC)NC(=O)[C@H]8CCCNN8C(=O)[C@@H]8CCCNN8C(=O)[C@@H](C(C)C)NC(=O)[C@@H]7C[C@@]65O)c(Cl)cc4N[C@H]3N2C(=O)[C@@H](C(C)O)NC(=O)[C@H](COC)NC(=O)[C@H]2CCCNN2C(=O)[C@@H]2CCCNN2C1=O,666
CC(=O)c1cccc(N[C@H]2[C@H](N)[C@@](NC(=O)N(C)C)([C@H](C)O)[C@@](C)(O)[C@@]2(O)COC(=O)c2c(C)cccc2O)c1,667
COC1=CC(=O)N(C(=O)C2CSC(C(CO)NC(=O)c3csc(C=NO)n3)=N2)C1,668
CC(C(=O)c1ccc[nH]1)C1OC2(CC[C@H]1C)CC[C@@H](C)[C@@H](Cc1nc3c(C(=O)O)c(O)ccc3o1)O2,669
CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,670
CCC(C)CCCCC/C=C/CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)[C@@H]1NC(=O)[C@H]2CCCCN2C1=O)C(C)C)[C@H](C)N)[C@@H](C)C(=O)O,671
CC(=O)O[C@H]1C(=O)C2=CC3=C(C=O)[C@@H](O)CC[C@@]3(C)CC[C@]2(C)[C@H]1C(C)C,672
C/C=C1/NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CN)NC(=O)C[C@@H](CCCCCCC)OC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C(C)(C)O)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CN)NC(=O)[C@H]([C@@H](C)O)NC1=O,673
C[C@]1(O)CC(=O)c2c(cc(O)c3c2C(=O)c2cccc(O)c2C3=O)C1,674
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,675
CC[C@H](C)[C@@H]1NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H](CCC(N)=O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)N(C)C(=O)CNC(=O)[C@H](CO)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@@H](NC(=O)C[C@H](O)CC(C)C)[C@@H](C)OC(=O)[C@H]([C@@H](C)O)NC1=O,676
CN(c1ccccc1C(=O)Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)S(C)(=O)=O,677
CCC(C)CC1CCC(O)(C(C)(O)C(=O)NC2C(=O)N3NCCCC3C(=O)N(O)C(C)C(=O)N(C)C(Cc3ccccc3)C(=O)N3NCCCC3C(=O)NC(CO)C(=O)OC2C(C)C)OC1C,678
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,679
CNC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@H](N(C)C(=O)CN)[C@@H](OC)C[C@@H]2N)O1,680
COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1CC=C(C)C,681
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,682
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)OC1OC(=O)c2ccccc21,683
CC(=O)O[C@]1(C)[C@H](O)c2c(c3c(=O)c4cccc(O)c4c(=O)c=3c2=[N+]=[N-])[C@H](O)[C@H]1O,684
CC(C)CCCCCCCC1CC(=O)NC(C(C)O)C(=O)N2CCCC2C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NC(C(O)C(=O)O)C(=O)NC(CO)C(=O)N2CCC(O)C2C(=O)NC(C(O)C(=O)O)C(=O)O1,685
COC1COC(OC2C(N)CC(N)C(OC3OC(CN)CC(O)C3N)C2O)C(N)C1N,686
C[C@H]1[C@H](N)CN1c1nc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1,687
NCC(O)C(O)CNCc1cc(-c2c[nH]c3ccc(Cl)cc23)nc2cc(Cl)ccc12,688
CC(C)[C@H]1CC[C@@]2(CO2)[C@H]2C(=O)OCC(C(=O)O)=C[C@H]12,689
C/C1=C\C[C@@H](O)[C@@H](C)[C@H](O)C[C@H](O)/C(C)=C/[C@@H](C)CCC[C@H](C)C([C@H](C)CCCCCCCCCC(=O)O)OC1=O,690
O=[N+]([O-])c1c(Br)c(Cl)c2cccnc2c1O,691
O=C(O)C1=C(C[n+]2ccc(CCS(=O)(=O)[O-])cc2)CS[C@@H]2[C@H](NC(=O)[C@H](NC(=O)c3nc[nH]c3C(=O)O)c3ccccc3)C(=O)N12,692
CC(C)C(=O)OCc1cccc(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)c1,693
CC(/C=C/C=C/C=C/C=C/C=C/C(=O)C1C(=O)C(CCC(=O)O)N(C)C1=O)=C\C(C)C(O[C@@H]1C[C@H](O)[C@H](O)[C@@H](C)O1)C(C)C,694
CCCCCCCCC1OC1C/C=C/C=C\C(O)CC(=O)NC1=CC(C)(CC)OC1=O,695
O=C(O)C1=CS[C@@H]2/C(=C\c3cn4c(n3)COCC4)C(=O)N12,696
NCCC[C@H]1c2ccc3c(c[nH]c3c2)[C@H]2Oc3cccc4c(c[nH]c34)C[C@H](N)C(=O)N[C@@H](CC(N)=O)C(=O)NC2C(=O)N[C@@H](CO)C(=O)N[C@@H]1C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,697
C[C@@H]1CC[C@@H]2O[C@]13O[B-]14O[C@H]3C(=O)O[C@H]3C[C@@H](/C=C/C[C@@H](O)C(C)(C)[C@@H]5CC[C@@H](C)[C@](O5)(O1)[C@@H](O4)C(=O)O[C@H]1C[C@@H](/C=C/C[C@@H](O)C2(C)C)O[C@@H]1C)O[C@@H]3C.[Na+],698
NCCCC(N)C(=O)NC(CCc1ccccc1)C(=O)Nc1cnc2ccccc2c1,699
O=C1CN(/N=C/C=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,700
O=C1C([Se]c2ccccc2Cl)=C([Se]c2ccccc2Cl)C(=O)N1c1ccccc1,701
COc1ccn2nc(C)c(C(=O)NCc3ccc(N4CCC(c5ccc(OC(F)(F)F)cc5)CC4)cc3)c2c1,702
Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,703
CCC(O)C1(C)CC(C)C(O)(C2CC(C)C(C3(C)CCC(C4CCC5(O4)OC(C(C)C(OC)C(C)C(=O)O)C(C)C(OC)C5C)O3)O2)O1,704
