smiles,index
CNC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,1112
COC1=C(OC)C(=O)C(CC=C(C)C)=C(C)C1=O,1113
CCC(C)CCC(O)CC(=O)NC(CCN)C(=O)NC1CCNC(=O)C(CC(C)C)NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(Cc2ccccc2)NC(=O)C(CCN)NC1=O,1114
CCCSCC(=O)NCCNC(=O)[C@H](O)C(C)(C)CO,1115
COC(=O)C1(F)C(=O)NC(=O)NC1OC,1116
Nc1nc(/C(=N/OC2(C(=O)O)CC2)C(=O)N[C@@H]2C(=O)N(S(=O)(=O)O)[C@@H]2CN2CCOC2=O)cs1,1117
O=C1COc2ccc(CNC34CCC(CCc5c(Cl)cnc6ccc(=O)n(CCO)c56)(CC3)OC4)nc2N1,1118
Cc1ccc(Oc2ccc(Cl)cc2Cl)c(OCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)C3SC2)c1,1119
COc1cccc2c1N[C@H](O)C1CC(/C=C/C(=O)N(C)C)=CN1C2=O,1120
O=C(c1cc(Cl)cc(Cl)c1O)c1[nH]c(Cl)c(Cl)c1Cl,1121
COC1=C(OC)C(=O)C(C/C=C(\C)CCC=C(C)C)=C(C)C1=O,1122
CC1OC(Oc2ccc(/C=C/C(=O)NCCC(=N)N)cc2)C(N=C(N)N)C(O)C1NC(=O)NC1OCC(OC2COC3NC(=O)N(C(N)=O)C3C2O)C(O)C1NC(N)=O,1123
CC[C@@H]1CCN[C@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@H](C)Cl)C1,1124
CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,1125
COC1=C(C)C(=O)C2=C(C1=O)[C@@H](CO)N1C3C4C(CC([C@H]1O)N4C)C1OCCN1C23,1126
CCCCCCCC1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CO)C(=O)NC([C@@H](C)O)C(=O)N[C@H](Cc2ccccc2)C(=O)N[C@@H]([C@@H](C)CC)C(=O)O1,1127
C[C@@H]1CCCCCCCCC[C@H](OC(=O)CCC(=O)O)C(=O)/C=C/C(=O)O1,1128
CC[C@H](Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1129
C/C=C/C=C/C1C=CC2CC(C)CCC2C1(C)C(=O)C1C(=O)NC(C(C)O)C1=O,1130
CO/[N+]([O-])=C/C(=O)N/C=C/C(=O)O,1131
[C-]#[N+]/C(Cl)=C/[C@@]1(OC(C)=O)C(=O)N(C)c2ccccc21,1132
Oc1c(Cl)cc(Cl)cc1Sc1cc(Cl)cc(Cl)c1O,1133
C[C@H](NC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)C(=O)N[C@H](C(=O)NC[C@H]1C[C@@H](O)[C@H](n2ccc(=O)[nH]c2=O)O1)[C@H](C)N(C)C(=O)[C@@H](N)Cc1ccc(O)cc1,1134
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(OC)=C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O,1135
CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@H]2[C@H](Oc3c4cc5cc3Oc3ccc(cc3Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]5C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c5cc(O)c(CNCP(=O)(O)O)c(O)c5-c5cc3ccc5O)[C@H](O)c3ccc(c(Cl)c3)O4)O[C@H](CO)[C@@H](O)[C@@H]2O)O[C@@H](C)[C@H]1O,1136
NCCC[C@H](N)CC(=O)N[C@H]1CNC(=O)[C@H]([C@H]2C[C@H](O)NC(N)=N2)NC(=O)/C(=C/NC(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC1=O,1137
CNc1cc(F)cc2c1[nH]c1nc(Oc3cnc(C)nc3)nc(N3C[C@H](N)C4(CC4)C3)c12,1138
CC/C(C)=C(/NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@@H](CCCN=C(N)N)NC(=O)C(NC(=O)[C@@H](NC(=O)C[C@H](NC(=O)[C@H](NC(=O)[C@H](NC(=O)[C@H](C)N(C)C(=O)[C@H](C)NC(=O)C(NC(=O)CC(C)C)=C(C)C)C(C)C)C(C)C)c1ccc(O)cc1)C(C)C)=C(C)C)C(C)C)C(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](C(=O)NCCCCN=C(N)N)C(C)(C)O,1139
C=C1NC(=O)[C@H](C(C)C)NC(=O)[C@@H](NC(=O)/C(=C/C)NC(=O)[C@@H](N)[C@@H](C)CC)CSC[C@@H]2NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]3CSCC[C@H](NC(=O)[C@H](CSC[C@@H]4NC(=O)CNC(=O)[C@H](CSC[C@@H]5NC(=O)[C@H](Cc6cnc[nH]6)NC(=O)[C@H](CSC[C@@H](C(=O)N6CCC[C@H]6C(=O)NCC(=O)O)NC5=O)NC4=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)[C@H](CCC(=O)O)NC2=O)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC1=O)C(=O)N3,1140
CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,1141
O=C(O)c1ccc(-n2cc(/C=N/N(Cc3ccccc3)Cc3ccccc3)c(-c3ccc4ccccc4c3)n2)cc1,1142
C[C@H](N)C(=O)OC1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2CC[C@@H]4C)CC1,1143
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@@H](C)C[C@@H](C)C(=O)/C=C/[C@H]1C,1144
CC(C)=CCC/C(C)=C/Cc1cc2ccc(=O)oc2cc1O,1145
CCONC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1(C)C,1146
CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3[C@H](O)[C@@H]12,1147
COc1ccc(-c2c(C)c(C(=O)O)nc(-c3ccc4c(O)c(OC)c5c(c4n3)=NC(C)(C)N=5)c2N)c(O)c1OC,1148
C=C[C@]1(C)C[C@@H](OC(=O)NC(=O)C2CN3CC[C@@H]2C3)C2(C)[C@H](C)CCC3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,1149
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCCC4)CS[C@H]12)c1csc(N)n1,1150
CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@H](O[C@@H]2[C@H]1O)O[C@H](C)C[C@@]3(O)CNCCc1ccc(F)cc1,1151
N[C@H]1[C@@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](N)C[C@@H]2N)O[C@H](CO)[C@@H](O)[C@@H]1O,1152
O=C(O)c1c(F)ccc2c1OB(O)[C@@H]1C[C@H]21,1153
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,1154
CC(C)[C@H](N)C(=O)NO[C@H](CC(=O)O)C(=O)O,1155
CC(C)=CCC/C(C)=C/CNCCNC1C2CC3CC(C2)CC1C3,1156
O=C(O)[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,1157
C/C=C(\C)C(=O)C(/C=C(\C)C1OC(O)(C(O)(CC)C(=O)NC2C(=O)N3NCCCC3C(=O)N(O)C(COC)C(=O)N(C)C(C)C(=O)N3NCCCC3C(=O)NC(C(C)O)C(=O)OC2C(C)C)CCC1C)CC,1158
CN[C@H]1[C@@H](O)[C@H](O[C@H]2OC(CN)=CC[C@H]2NC(=O)C[C@@H](N)CCCN)[C@@H](N)[C@H](O)[C@H]1OC,1159
C=C(NC(=O)c1csc(-c2nc3c(cc2O)-c2nc(cs2)C(=O)N[C@@H]([C@@H](C)O)C(=O)N/C(=C(\C)OC)c2nc(cs2)C(=O)N[C@@H]2c4nc(cs4)C(=O)N[C@@H](COC(=O)c4c5c6c(cccc6n4O)COC(=O)[C@@H](O[C@H]4C[C@](C)(O)[C@H](N(C)C)[C@H](C)O4)[C@H]2OC5)c2nc-3cs2)n1)C(N)=O,1160
CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)Nc2ccccc2Cl)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O,1161
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)S[C@H]12,1162
COc1ccc2c(O)c(NC(=O)c3cc(OC4CC(C)([N+](=O)[O-])C(OC)C(C)O4)c(O)c(C(=O)OC4C(C)/C=C(\C)C(=O)c5c(O)c(C)cc6c5C(=O)C5=C(NCC(C)(O5)C(=O)C4O)C6=O)n3)c(=O)oc2c1,1163
Clc1cc2ccccc2nc1N1CCNCC1,1164
Cn1ncc2c1[C@@H](CN)N1C[C@@H]2N(OS(=O)(=O)O)C1=O,1165
Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1166
C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)[C@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,1167
CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,1168
C=C(C)NC[C@H]1CN(c2ccc(-c3ccc(C(=N)NO)nc3)c(F)c2)C(=O)O1,1169
CC[C@H](C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)CN)[C@@H](C)O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)O)C(C)C,1170
N[C@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1,1171
COc1cc([C@](O)(CCN(C)C)[C@@H](c2cc3cc(Br)ccc3nc2OC)c2cccc(OC)c2F)cc(OC)n1,1172
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1173
CC(=O)NCCSC1=C(C(=O)O)N2C(=O)/C(=C(\C)CO)[C@H]2C1,1174
CC1(C)CC(C(=O)O)CC(C)(C)N1[O],1175
CC(=O)NC[C@H]1CN(c2ccc(N3CC[S+]([O-])CC3)c(F)c2)C(=O)O1,1176
NC(CNC(CNC(CC(=O)O)C(=O)O)C(=O)O)C(=O)O,1177
CC(C)=CCc1c(O)cc2oc(-c3ccc(O)cc3O)c(CC=C(C)C)c(=O)c2c1O,1178
CC(=O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/C=C/CC(=O)O,1179
CCC(=O)[C@@H](C)[C@@H](O)[C@H](C)C[C@@H](C)[C@H]1OC(=O)C[C@@]2(O)CC=C(C)[C@H](O2)/C(C)=C/CCC[C@@H](O[C@H]2C[C@@H](OC(N)=O)[C@H](O)[C@@H](C)O2)/C=C/[C@H](C)C[C@H]1C,1180
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,1181
COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1,1182
CC(C)(CO)[C@@H](O)C(=O)NCCNC(=O)CCc1ccccc1F,1183
CCCC(=O)Nc1ncccn1,1184
C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,1185
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc4ccccc4c3)[C@H]2SC1,1186
O=[N+]([O-])c1ccc(N2CCN(Cc3ccc([N+](=O)[O-])o3)CC2)cc1,1187
CNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1,1188
C=C(C)c1c(C)/c(=C/C)n(C(=C)C)c1=C,1189
O=S(=O)(c1ccc(NC[S+]([O-])O)cc1)c1ccc(NC[S+]([O-])O)cc1,1190
NC(N)=NNC(=O)Nc1c(F)cc(S(=O)(=O)Nc2scnc2C(=O)O)cc1F,1191
CON1C(C)(C)CC(Nc2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1(C)C,1192
c1cc2cc(-c3ccc(-c4cc5ccc(C6=NCCCN6)cc5[nH]4)cc3)[nH]c2cc1C1=NCCCN1,1193
O=[N+]([O-])C1(Br)COCOC1,1194
CNc1cc(F)cc2c1[nH]c1nc(Oc3cnc(C)nc3)nc(N3C[C@@]4(C)C[C@@H](N)[C@@]4(C)C3)c12,1195
CC(=O)NC[C@H]1CN(c2cc(F)c(N3CCS(=O)(=O)CC3)c(F)c2)C(=O)O1,1196
CCC(C)C(NC(=O)C(C)(C)NC(=O)C(CCC(N)=O)NC(=O)C(C)(CC)NC(=O)C(Cc1c[nH]c2ccccc12)NC(C)=O)C(=O)NC(C(=O)NC(C)(C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)N1CCCC1C(=O)NC(CCC(N)=O)C(=O)NC(C)(C)C(=O)N1CC(O)CC1C(=O)NC(C)(CC)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)O)C(C)O,1197
O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,1198
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)cc2)ccc1O,1199
CCCCCCCCCC(=O)N[C@H]1[C@H](Oc2c3cc4cc2Oc2ccc(cc2Cl)[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]4NC(=O)[C@@H](Cc5ccc(c(Cl)c5)O3)NC(=O)[C@H](N)c3ccc(O)c(c3)Oc3cc(O)cc4c3)c3ccc(O)c(c3)-c3c(OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)cc(O)cc3[C@@H](C(=O)O)NC2=O)O[C@H](CO)[C@@H](O)[C@@H]1O,1200
CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,1201
COn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3,1202
CC(C)(C)c1csc(NC(=O)c2cccc(NS(=O)(=O)c3ccc(F)cc3)c2)n1,1203
CC(C)c1cc(OCC2CC2)c(I)cc1Oc1cnc(N)nc1N,1204
CC/C(C)=C(/NC(=O)[C@H](C)NC(=O)[C@@H]1CCC=NN1C(=O)[C@@H](NC(=O)[C@H](C)NC(=O)C(N)(CO)CO)[C@H](C)N)C(=O)N[C@@H](CO)C(=O)O,1205
CCCCCCc1cccc(C=CC(=O)c2ccccc2)c1-[c-]1cccc1.[Fe+2].c1cc[cH-]c1,1206
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@H]3CNC(=O)C3)[C@H](C)[C@H]12,1207
CN(C)CC(=O)NC(=O)C1C(=O)[C@@H](N(C)C)[C@@H]2C[C@@H]3Cc4c(N(C)C)ccc(O)c4C(=O)C3C(=O)[C@]2(O)C1=O,1208
CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,1209
O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21,1210
CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,1211
C[C@H](O)c1nccn1Cc1cc(-c2ccc(C#CC3[C@H]4CN(CCCC(=O)O)C[C@@H]34)cc2)on1,1212
C[C@H]1c2cccc(O)c2C(=O)C2C(=O)[C@]3(O)C(=O)C(C(N)=O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,1213
Cc1cc(-c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)cc(C)n1,1214
CCC(C)CCCC/C=C/C=C/C(=O)NC(CC(=O)O)C(=O)NC1C(=O)NC(c2ccc(O)cc2)C(=O)N(CCCCN)C(=O)NC(C(C)O)C(=O)NC(c2ccc(O)cc2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(C(C)O)C(=O)NC(CCCNC(N)=O)C(=O)NC(CC2CNC(N)=N2)C(=O)NC(c2ccc(O)cc2)C(=O)NC(CO)C(=O)NC(c2cc(Cl)c(O)c(Cl)c2)C(=O)NC(=O)NC(CC2CNC(N)=N2)C(=O)NC(C)C(=O)NC(c2ccc(O)cc2)C(=O)OC1C,1215
CN1CCN(c2ccc(N3C[C@H](CO)OC3=O)cc2F)C=N1,1216
CCN1CCN(C(=O)N[C@@H](C(=O)N[C@]2(OC)C(=O)N3C(C(=O)O)=C(CSc4nnnn4C)CS[C@@H]32)[C@H](C)O)C(=O)C1=O,1217
CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](CCCCN)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)CN)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CC(C)C)C(N)=O,1218
O=C(/C=C/c1ccc2ccc(C(F)(F)F)cc2n1)c1ccncc1,1219
CCCCC[C@@H]1NC(=O)[C@@H](NC(=O)Cc2ccccc2)[C@@H](C)OC(=O)CCNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC1=O,1220
NC1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,1221
CC(O)C(N)C(=O)NC(C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)NCC(=O)NC(CCCCN)C(=O)NC(Cc1ccc(O)cc1)C(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NC(C=O)CC(N)=O)C(C)O,1222
O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2,1223
C[C@@H]1O[C@@H]2[C@H](NC(=O)/C(=N/OC(C)(C)C(=O)O)c3csc(N)n3)C(=O)N2C(C(=O)[O-])=C1CSc1cc[n+](C)cc1,1224
CC[C@@H](O)[C@]1(C)C[C@H](C)[C@@](O)([C@H]2C[C@H](C)[C@H]([C@]3(C)C[C@@H](O[C@H]4CC[C@H](OC)[C@@H](C)O4)[C@H]([C@]4(C)CC[C@@]5(O[C@H]([C@@H](C)[C@@H](OC)[C@H](C)C(=O)O)[C@H](C)[C@@H](OC)[C@H]5C)O4)O3)O2)O1,1225
CCNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(-c4cc(N)c(F)cc4F)c3c2C)C1,1226
COc1c(Cl)cc(Cl)cc1C(=O)c1[nH]c(Cl)c(Cl)c1Cl,1227
CCCCCCCCCCC(=O)NCCNC(=O)[C@H](O)C(C)(C)CO,1228
CC1=C\[C@@H](O)C[C@H](O)Cc2nc(co2)C(=O)N[C@H](C)C(=O)O[C@H](C(C)C)[C@H](C)/C=C/C(=O)NC\C=C\1,1229
CNC(=O)c1c(-c2ccc(O)cc2)oc2ccc(O)c(CN3CCCCC3)c12,1230
CCC/C=C\C=C/C(=O)N[C@@H](CC(N)=O)C(=O)NC(CC(N)=O)C(=O)N[C@@H](C(=O)N[C@H](CCCN)C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CCCN)C(=O)NC(C(=O)N[C@H](C(=O)NC(C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)NC(C(=O)O)C1CCC(O)C(Cl)C1)C1CCC(O)CC1)[C@H](C)O)C1CCC(O)CC1)[C@H](C)O)C1CCC(O)CC1)C1CCC(O)CC1)[C@H](C)O)C1CCC(O)CC1,1231
CC[C@H](C)CCCCC(=O)N[C@H](CCN)C(=O)N[C@H](C(=O)N[C@H](CO)C(=O)N[C@H]1CCNC(=O)[C@@H]([C@H](C)O)NC(=O)[C@@H](CCN)NC(=O)[C@@H](CCN)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CCN)NC1=O)[C@@H](C)O,1232
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/[C@@H]2O[C@H]2C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,1233
O=C(NNC(=O)c1nc2ccccc2c(=O)[nH]1)c1ccccc1,1234
Cc1cc(=O)c2c(O)c3c(O)cc(=O)c4c3c3c(cc(O)c1c23)C(C)(C)C=4O,1235
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@H](CCN)NC=O)[C@@H](C)O)CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC1=O,1236
CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(=O)C(C(N)=O)C(=O)[C@@]3(O)C(=O)C1C2=O,1237
S=C1OC2(C=CC3(C=C2)OC(=S)N3Cc2ccccc2)N1Cc1ccccc1,1238
COc1cc(C(=O)Nc2c(O)c3ccc(OC4OC(C)(C)C(OC)C(OC(=O)c5ccc(C)[nH]5)C4O)cc3oc2=O)ccc1O,1239
CO[C@H]1CCC[C@H]2C1=C(C(=O)O)N1C(=O)[C@H]([C@@H](C)O)[C@@H]21,1240
CC(C)=CCc1ccc(Cl)c2[nH]cc(CC3NC(=O)C(Cc4c[nH]c5c(Cl)cccc45)NC(=O)C4CCCN4C(=O)C(CS(=O)(=O)O)NC(=O)C(NC(=O)C(NC(=O)C(C)NC(=O)CC(=O)O)C(C)C)COC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(C(C)C)NC3=O)c12,1241
CN=C(NO)[C@@H]1c2c(cnn2C)[C@@H](NOS(=O)(=O)O)CN1C(=O)O,1242
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(N5CCN(Cc6c(C)cc(C)cc6C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,1243
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(CCNC(=O)c4ccc(O)c(O)c4Cl)CCCC3)CS[C@H]12)c1csc(N)n1)C(=O)O,1244
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,1245
CCCC(=O)c1ccc(OC[C@H](O)CNC(C)(C)Cc2ccc3ccccc3c2)cc1,1246
CC(=S)NC[C@H]1CN(c2ccc(N3CC[S+]([O-])CC3)c(F)c2)C(=O)O1,1247
CC[C@H](C)[C@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CO)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@@H](N)CC(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CO)C(=O)O)[C@@H](C)O)C(C)C)[C@@H](C)CC)C(C)C)[C@@H](C)CC,1248
CC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Br)CCN1,1249
Cc1cccc(OC2CCN(Cc3cc(=O)[nH]c(=O)[nH]3)CC2)c1C,1250
COc1ccc(N/N=C/c2cn(-c3ccc(C(=O)O)cc3)nc2-c2ccc3ccccc3c2)cc1,1251
